series_title,runtime,genre,rating,release_year,end_year,duration,cast,synopsis
Masters of Sex,60,Drama,7.9,2013,2016,3,"Michael Sheen, Lizzy Caplan, Caitlin FitzGerald, Teddy Sears",Drama about the pioneers of the science of human sexuality whose research touched off the sexual revolution.
Masters of Sex,60,Romance,7.9,2013,2016,3,"Michael Sheen, Lizzy Caplan, Caitlin FitzGerald, Teddy Sears",Drama about the pioneers of the science of human sexuality whose research touched off the sexual revolution.
Sa-rang-eui bul-shi-chak,70,Adventure,8.7,2019,2020,1,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun",The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.
Sa-rang-eui bul-shi-chak,70,Comedy,8.7,2019,2020,1,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun",The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.
Sa-rang-eui bul-shi-chak,70,Romance,8.7,2019,2020,1,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun",The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love with her and who is hiding and protecting her.
"Dr. Quinn, Medicine Woman",60,Drama,6.8,1993,1998,5,"Jane Seymour, Joe Lando, Shawn Toovey, Chad Allen",The trials and adventures of a female doctor in a small Wild West town.
"Dr. Quinn, Medicine Woman",60,Family,6.8,1993,1998,5,"Jane Seymour, Joe Lando, Shawn Toovey, Chad Allen",The trials and adventures of a female doctor in a small Wild West town.
"Dr. Quinn, Medicine Woman",60,Western,6.8,1993,1998,5,"Jane Seymour, Joe Lando, Shawn Toovey, Chad Allen",The trials and adventures of a female doctor in a small Wild West town.
City on a Hill,60,Crime,7.6,2019,2022,3,"Kevin Bacon, Aldis Hodge, Lauren E. Banks, Jill Hennessy","In early 1990s Boston, ADA, Decourcy Ward, forms an unlikely alliance with a corrupt venerated FBI veteran, Jackie Rohr. Together, they take on a case that changes the city's entire criminal justice system."
City on a Hill,60,Drama,7.6,2019,2022,3,"Kevin Bacon, Aldis Hodge, Lauren E. Banks, Jill Hennessy","In early 1990s Boston, ADA, Decourcy Ward, forms an unlikely alliance with a corrupt venerated FBI veteran, Jackie Rohr. Together, they take on a case that changes the city's entire criminal justice system."
City on a Hill,60,Thriller,7.6,2019,2022,3,"Kevin Bacon, Aldis Hodge, Lauren E. Banks, Jill Hennessy","In early 1990s Boston, ADA, Decourcy Ward, forms an unlikely alliance with a corrupt venerated FBI veteran, Jackie Rohr. Together, they take on a case that changes the city's entire criminal justice system."
Younger,22,Comedy,7.8,2015,2021,6,"Sutton Foster, Hilary Duff, Debi Mazar, Nico Tortorella","After being mistaken for younger than she really is, a single mother decides to take the chance to reboot her career and her love life as a 26-year old."
Younger,22,Romance,7.8,2015,2021,6,"Sutton Foster, Hilary Duff, Debi Mazar, Nico Tortorella","After being mistaken for younger than she really is, a single mother decides to take the chance to reboot her career and her love life as a 26-year old."
"Magnum, P.I.",48,Action,7.5,1980,1988,8,"Tom Selleck, John Hillerman, Roger E. Mosley, Larry Manetti",The adventures of a Hawaii based private investigator.
"Magnum, P.I.",48,Adventure,7.5,1980,1988,8,"Tom Selleck, John Hillerman, Roger E. Mosley, Larry Manetti",The adventures of a Hawaii based private investigator.
"Magnum, P.I.",48,Crime,7.5,1980,1988,8,"Tom Selleck, John Hillerman, Roger E. Mosley, Larry Manetti",The adventures of a Hawaii based private investigator.
The Deuce,60,Drama,8.1,2017,2019,2,"James Franco, Maggie Gyllenhaal, Lawrence Gilliard Jr., Margarita Levieva",A look at life in New York City during the 1970s and '80s when porn and prostitution were rampant in Manhattan.
The Boondocks,22,Animation,8.5,2005,2014,9,"Regina King, John Witherspoon, Gary Anthony Williams, Cedric Yarbrough","Adventures of two boys, Riley and Huey Freeman, who undergo a culture clash when they move from Chicago to the suburbs to live with their grandfather."
The Boondocks,22,Action,8.5,2005,2014,9,"Regina King, John Witherspoon, Gary Anthony Williams, Cedric Yarbrough","Adventures of two boys, Riley and Huey Freeman, who undergo a culture clash when they move from Chicago to the suburbs to live with their grandfather."
The Boondocks,22,Comedy,8.5,2005,2014,9,"Regina King, John Witherspoon, Gary Anthony Williams, Cedric Yarbrough","Adventures of two boys, Riley and Huey Freeman, who undergo a culture clash when they move from Chicago to the suburbs to live with their grandfather."
Kaubôi bibappu,24,Animation,8.9,1998,1999,1,"Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara, Steve Blum",The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.
Kaubôi bibappu,24,Action,8.9,1998,1999,1,"Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara, Steve Blum",The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.
Kaubôi bibappu,24,Adventure,8.9,1998,1999,1,"Kôichi Yamadera, Unshô Ishizuka, Megumi Hayashibara, Steve Blum",The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.
Bewitched,25,Comedy,7.6,1964,1972,8,"Elizabeth Montgomery, Dick York, Dick Sargent, Agnes Moorehead",A witch married to an ordinary man cannot resist using her magic powers to solve the problems her family faces.
Bewitched,25,Family,7.6,1964,1972,8,"Elizabeth Montgomery, Dick York, Dick Sargent, Agnes Moorehead",A witch married to an ordinary man cannot resist using her magic powers to solve the problems her family faces.
Bewitched,25,Fantasy,7.6,1964,1972,8,"Elizabeth Montgomery, Dick York, Dick Sargent, Agnes Moorehead",A witch married to an ordinary man cannot resist using her magic powers to solve the problems her family faces.
Peep Show,25,Comedy,8.7,2003,2015,12,"David Mitchell, Robert Webb, Matt King, Olivia Colman",Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.
Fresh Off the Boat,22,Comedy,7.8,2015,2020,5,"Randall Park, Constance Wu, Hudson Yang, Forrest Wheeler",A Taiwanese family makes their way in America during the 1990s.
90210,60,Comedy,6.2,2008,2013,5,"Shenae Grimes-Beech, Tristan Mack Wilds, AnnaLynne McCord, Jessica Stroup","A Kansas family relocates to Beverly Hills, where their two children adapt to the infamous social drama of West Beverly Hills High."
90210,60,Drama,6.2,2008,2013,5,"Shenae Grimes-Beech, Tristan Mack Wilds, AnnaLynne McCord, Jessica Stroup","A Kansas family relocates to Beverly Hills, where their two children adapt to the infamous social drama of West Beverly Hills High."
90210,60,Romance,6.2,2008,2013,5,"Shenae Grimes-Beech, Tristan Mack Wilds, AnnaLynne McCord, Jessica Stroup","A Kansas family relocates to Beverly Hills, where their two children adapt to the infamous social drama of West Beverly Hills High."
Timeless,60,Action,7.6,2016,2018,2,"Abigail Spencer, Matt Lanter, Malcolm Barrett, Paterson Joseph",An unlikely trio travel through time in order to battle unknown criminals and protect history as we know it.
Timeless,60,Adventure,7.6,2016,2018,2,"Abigail Spencer, Matt Lanter, Malcolm Barrett, Paterson Joseph",An unlikely trio travel through time in order to battle unknown criminals and protect history as we know it.
Timeless,60,Drama,7.6,2016,2018,2,"Abigail Spencer, Matt Lanter, Malcolm Barrett, Paterson Joseph",An unlikely trio travel through time in order to battle unknown criminals and protect history as we know it.
Karppi,45,Crime,7.3,2018,2021,3,"Pihla Viitala, Lauri Tilkanen, Mimosa Willamo, Noa Tola","When Sofia Karppi discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life--again."
Karppi,45,Drama,7.3,2018,2021,3,"Pihla Viitala, Lauri Tilkanen, Mimosa Willamo, Noa Tola","When Sofia Karppi discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life--again."
Karppi,45,Mystery,7.3,2018,2021,3,"Pihla Viitala, Lauri Tilkanen, Mimosa Willamo, Noa Tola","When Sofia Karppi discovers the body of a young woman on a construction site, she triggers a chain of events that threatens to destroy her life--again."
Reign,42,Drama,7.4,2013,2017,4,"Adelaide Kane, Megan Follows, Celina Sinden, Torrance Coombs","Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court."
Benidorm,30,Comedy,7.5,2007,2018,11,"Jake Canuso, Janine Duvitski, Tony Maudsley, Elsie Kelly",British comedy series following holidaymakers at the Solana Resort in Benidorm. Hilarity ensues as guests try to get value for their Euros.
Wagon Train,75,Western,7.5,1957,1965,8,"Frank McGrath, Terry Wilson, Robert Horton, John McIntire","Stories of the journeys of a wagon train as it leaves post-Civil War Missouri on its way to California through the plains, deserts, and Rocky Mountains."
The Odd Couple,30,Comedy,7.9,1970,1975,5,"Tony Randall, Jack Klugman, Al Molinaro, Penny Marshall","Two men, a neat freak and a slob separated from their wives, have to live together despite their differences."
Brothers & Sisters,60,Drama,7.4,2006,2011,5,"Dave Annable, Calista Flockhart, Rachel Griffiths, Ron Rifkin",The story of the drama surrounding a family's adult siblings.
Farscape,50,Action,8.3,1999,2003,4,"Ben Browder, Claudia Black, Anthony Simcoe, Lani John Tupu","Thrown into a distant part of the universe, an Earth astronaut finds himself part of a fugitive alien starship crew."
Farscape,50,Adventure,8.3,1999,2003,4,"Ben Browder, Claudia Black, Anthony Simcoe, Lani John Tupu","Thrown into a distant part of the universe, an Earth astronaut finds himself part of a fugitive alien starship crew."
Farscape,50,Drama,8.3,1999,2003,4,"Ben Browder, Claudia Black, Anthony Simcoe, Lani John Tupu","Thrown into a distant part of the universe, an Earth astronaut finds himself part of a fugitive alien starship crew."
The Last Man on Earth,22,Action,7.3,2015,2018,3,"Will Forte, January Jones, Cleopatra Coleman, Kristen Schaal","Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors."
The Last Man on Earth,22,Comedy,7.3,2015,2018,3,"Will Forte, January Jones, Cleopatra Coleman, Kristen Schaal","Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors."
The Last Man on Earth,22,Drama,7.3,2015,2018,3,"Will Forte, January Jones, Cleopatra Coleman, Kristen Schaal","Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors."
The Borgias,50,Crime,7.9,2011,2013,2,"Jeremy Irons, François Arnaud, Holliday Grainger, Peter Sullivan","In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances."
The Borgias,50,Drama,7.9,2011,2013,2,"Jeremy Irons, François Arnaud, Holliday Grainger, Peter Sullivan","In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances."
The Borgias,50,History,7.9,2011,2013,2,"Jeremy Irons, François Arnaud, Holliday Grainger, Peter Sullivan","In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances."
Matlock,60,Crime,7.0,1986,1995,9,"Andy Griffith, Linda Purl, Kene Holiday, Nancy Stafford","Ben Matlock is a very expensive criminal defense attorney, who charges one hundred thousand dollars to take a case. Fortunately, he's worth every penny, as he and his associates defend his clients by finding the real killer."
Matlock,60,Drama,7.0,1986,1995,9,"Andy Griffith, Linda Purl, Kene Holiday, Nancy Stafford","Ben Matlock is a very expensive criminal defense attorney, who charges one hundred thousand dollars to take a case. Fortunately, he's worth every penny, as he and his associates defend his clients by finding the real killer."
Matlock,60,Mystery,7.0,1986,1995,9,"Andy Griffith, Linda Purl, Kene Holiday, Nancy Stafford","Ben Matlock is a very expensive criminal defense attorney, who charges one hundred thousand dollars to take a case. Fortunately, he's worth every penny, as he and his associates defend his clients by finding the real killer."
